activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1720282,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.82', 'le': '0.37', 'lle': '3.88', 'sei': '5.72'}",CHEMBL210525,,CHEMBL210525,4.60,False,http://www.openphacts.org/units/Nanomolar,491302,=,1,True,=,,IC50,nM,,25000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,25.0
,1720283,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '20.32', 'le': '0.38', 'lle': '4.21', 'sei': '5.16'}",CHEMBL148483,,CHEMBL148483,4.15,False,http://www.openphacts.org/units/Nanomolar,491301,=,1,True,=,,IC50,nM,,71000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,71.0
,1720284,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '14.42', 'le': '0.35', 'lle': '1.79', 'sei': '15.94'}",CHEMBL383725,,CHEMBL383725,5.96,False,http://www.openphacts.org/units/Nanomolar,491289,=,1,True,=,,IC50,nM,,1100.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,1.1
,1720285,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '11.84', 'le': '0.31', 'lle': '1.28', 'sei': '11.51'}",CHEMBL118596,,CHEMBL118596,4.30,False,http://www.openphacts.org/units/Nanomolar,491288,=,1,True,=,,IC50,nM,,50000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,50.0
,1720286,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(I)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '12.70', 'le': '0.36', 'lle': '1.56', 'sei': '11.18'}",CHEMBL209287,,CHEMBL209287,4.18,False,http://www.openphacts.org/units/Nanomolar,491287,=,1,True,=,,Ki,nM,,66000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,66.0
,1720287,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '11.84', 'le': '0.31', 'lle': '1.28', 'sei': '11.51'}",CHEMBL118596,,CHEMBL118596,4.30,False,http://www.openphacts.org/units/Nanomolar,491288,=,1,True,=,,Ki,nM,,50000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,50.0
,1720288,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '14.42', 'le': '0.35', 'lle': '1.79', 'sei': '15.94'}",CHEMBL383725,,CHEMBL383725,5.96,False,http://www.openphacts.org/units/Nanomolar,491289,=,1,True,=,,Ki,nM,,1100.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,1.1
,1720289,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '20.32', 'le': '0.38', 'lle': '4.21', 'sei': '5.16'}",CHEMBL148483,,CHEMBL148483,4.15,False,http://www.openphacts.org/units/Nanomolar,491301,=,1,True,=,,Ki,nM,,71000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,71.0
,1720290,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.82', 'le': '0.37', 'lle': '3.88', 'sei': '5.72'}",CHEMBL210525,,CHEMBL210525,4.60,False,http://www.openphacts.org/units/Nanomolar,491302,=,1,True,=,,Ki,nM,,25000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,25.0
,1720291,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.17', 'le': '0.36', 'lle': '3.61', 'sei': '5.87'}",CHEMBL379727,,CHEMBL379727,4.72,False,http://www.openphacts.org/units/Nanomolar,491303,=,1,True,=,,Ki,nM,,19000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,19.0
,1720292,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '17.43', 'le': '0.32', 'lle': '3.38', 'sei': '6.07'}",CHEMBL348660,,CHEMBL348660,4.89,False,http://www.openphacts.org/units/Nanomolar,491304,=,1,True,=,,Ki,nM,,13000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,13.0
,1720293,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '20.95', 'le': '0.38', 'lle': '4.25', 'sei': '8.60'}",CHEMBL358279,,CHEMBL358279,6.92,False,http://www.openphacts.org/units/Nanomolar,491306,=,1,True,=,,Ki,nM,,120.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Ki,uM,UO_0000065,,0.12
,1720294,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(I)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '12.70', 'le': '0.36', 'lle': '1.56', 'sei': '11.18'}",CHEMBL209287,,CHEMBL209287,4.18,False,http://www.openphacts.org/units/Nanomolar,491287,=,1,True,=,,Ki,nM,,66069.34,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-4.18
,1720295,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '11.84', 'le': '0.31', 'lle': '1.28', 'sei': '11.50'}",CHEMBL118596,,CHEMBL118596,4.30,False,http://www.openphacts.org/units/Nanomolar,491288,=,1,True,=,,Ki,nM,,50118.72,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-4.3
,1720296,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '14.42', 'le': '0.35', 'lle': '1.79', 'sei': '15.94'}",CHEMBL383725,,CHEMBL383725,5.96,False,http://www.openphacts.org/units/Nanomolar,491289,=,1,True,=,,Ki,nM,,1096.48,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-5.96
,1720297,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '20.28', 'le': '0.38', 'lle': '4.20', 'sei': '5.14'}",CHEMBL148483,,CHEMBL148483,4.14,False,http://www.openphacts.org/units/Nanomolar,491301,=,1,True,=,,Ki,nM,,72443.6,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-4.14
,1720298,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.81', 'le': '0.37', 'lle': '3.88', 'sei': '5.72'}",CHEMBL210525,,CHEMBL210525,4.60,False,http://www.openphacts.org/units/Nanomolar,491302,=,1,True,=,,Ki,nM,,25118.86,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-4.6
,1720299,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.17', 'le': '0.36', 'lle': '3.61', 'sei': '5.87'}",CHEMBL379727,,CHEMBL379727,4.72,False,http://www.openphacts.org/units/Nanomolar,491303,=,1,True,=,,Ki,nM,,19054.61,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-4.72
,1720300,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '17.48', 'le': '0.32', 'lle': '3.39', 'sei': '6.09'}",CHEMBL348660,,CHEMBL348660,4.90,False,http://www.openphacts.org/units/Nanomolar,491304,=,1,True,=,,Ki,nM,,12589.25,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-4.9
,1720301,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000192,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '20.95', 'le': '0.38', 'lle': '4.25', 'sei': '8.60'}",CHEMBL358279,,CHEMBL358279,6.92,False,http://www.openphacts.org/units/Nanomolar,491306,=,1,True,=,,Ki,nM,,120.23,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log Ki,,UO_0000065,,-6.92
,1720621,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL208732,,CHEMBL208732,,False,http://www.openphacts.org/units/Nanomolar,491910,=,1,True,=,,IC50,nM,,331131121482590.75,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,5.52
,1720622,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '11.67', 'le': '0.25', 'lle': '-0.78', 'sei': '8.15'}",CHEMBL208732,,CHEMBL208732,5.52,False,http://www.openphacts.org/units/Nanomolar,491910,=,1,True,=,,IC50,nM,,3000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,3.0
,1720623,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210146,,CHEMBL210146,,False,http://www.openphacts.org/units/Nanomolar,491937,=,1,True,=,,IC50,nM,,3311311214825.91,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.52
,1720624,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210146,,CHEMBL210146,,False,http://www.openphacts.org/units/Nanomolar,491937,=,1,True,=,,IC50,nM,,300000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,300.0
,1720625,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207458,,CHEMBL207458,,False,http://www.openphacts.org/units/Nanomolar,491936,=,1,True,=,,IC50,nM,,3981071705534.97,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.6
,1720626,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207458,,CHEMBL207458,,False,http://www.openphacts.org/units/Nanomolar,491936,=,1,True,=,,IC50,nM,,250000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,250.0
,1720627,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207484,,CHEMBL207484,,False,http://www.openphacts.org/units/Nanomolar,491935,=,1,True,=,,IC50,nM,,4897788193684.46,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.69
,1720628,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207484,,CHEMBL207484,,False,http://www.openphacts.org/units/Nanomolar,491935,=,1,True,=,,IC50,nM,,200000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,200.0
,1720629,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207207,,CHEMBL207207,,False,http://www.openphacts.org/units/Nanomolar,491934,=,1,True,=,,IC50,nM,,10000000000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.0
,1720630,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.95', 'le': '0.20', 'lle': '-0.67', 'sei': '4.74'}",CHEMBL207207,,CHEMBL207207,4.00,False,http://www.openphacts.org/units/Nanomolar,491934,=,1,True,=,,IC50,nM,,100000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,100.0
,1720631,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210487,,CHEMBL210487,,False,http://www.openphacts.org/units/Nanomolar,491933,=,1,True,=,,IC50,nM,,16595869074375.56,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.22
,1720632,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.13', 'le': '0.17', 'lle': '-0.22', 'sei': '3.37'}",CHEMBL210487,,CHEMBL210487,4.22,False,http://www.openphacts.org/units/Nanomolar,491933,=,1,True,=,,IC50,nM,,60000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,60.0
,1720633,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL380470,,CHEMBL380470,,False,http://www.openphacts.org/units/Nanomolar,491932,=,1,True,=,,IC50,nM,,21877616239495.52,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.34
,1720634,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '10.94', 'le': '0.21', 'lle': '0.75', 'sei': '4.65'}",CHEMBL380470,,CHEMBL380470,4.35,False,http://www.openphacts.org/units/Nanomolar,491932,=,1,True,=,,IC50,nM,,45000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,45.0
,1720635,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210612,,CHEMBL210612,,False,http://www.openphacts.org/units/Nanomolar,491931,=,1,True,=,,IC50,nM,,24547089156850.34,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.39
,1720636,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '11.90', 'le': '0.24', 'lle': '-0.66', 'sei': '8.01'}",CHEMBL210612,,CHEMBL210612,4.40,False,http://www.openphacts.org/units/Nanomolar,491931,=,1,True,=,,IC50,nM,,40000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,40.0
,1720637,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL209667,,CHEMBL209667,,False,http://www.openphacts.org/units/Nanomolar,491930,=,1,True,=,,IC50,nM,,66069344800759.64,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.82
,1720638,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '10.55', 'le': '0.22', 'lle': '-1.02', 'sei': '5.96'}",CHEMBL209667,,CHEMBL209667,4.82,False,http://www.openphacts.org/units/Nanomolar,491930,=,1,True,=,,IC50,nM,,15000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,15.0
,1720639,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210097,,CHEMBL210097,,False,http://www.openphacts.org/units/Nanomolar,491929,=,1,True,=,,IC50,nM,,66069344800759.64,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.82
,1720640,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.18', 'le': '0.19', 'lle': '-2.04', 'sei': '5.96'}",CHEMBL210097,,CHEMBL210097,4.82,False,http://www.openphacts.org/units/Nanomolar,491929,=,1,True,=,,IC50,nM,,15000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,15.0
,1720641,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL378674,,CHEMBL378674,,False,http://www.openphacts.org/units/Nanomolar,491928,=,1,True,=,,IC50,nM,,83176377110267.1,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.92
,1720642,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.48', 'le': '0.21', 'lle': '-2.13', 'sei': '7.26'}",CHEMBL378674,,CHEMBL378674,4.92,False,http://www.openphacts.org/units/Nanomolar,491928,=,1,True,=,,IC50,nM,,12000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,12.0
,1720643,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210216,,CHEMBL210216,,False,http://www.openphacts.org/units/Nanomolar,491927,<,1,True,<,,IC50,nM,,1000000000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.0
,1720644,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210216,,CHEMBL210216,,False,http://www.openphacts.org/units/Nanomolar,491927,>,1,True,>,,IC50,nM,,1000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,1000.0
,1720645,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210195,,CHEMBL210195,,False,http://www.openphacts.org/units/Nanomolar,491926,=,1,True,=,,IC50,nM,,1995262314968.88,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.3
,1720646,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210195,,CHEMBL210195,,False,http://www.openphacts.org/units/Nanomolar,491926,=,1,True,=,,IC50,nM,,500000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,500.0
